source_file,scheme,metric,households,simulations,cache_mode,total_us,total_s,avg_us,avg_ms,count,cipher_bytes
ckks_h50_s1000_cold.log,CKKS,H_plan_compute,50,1000,cold,4595261.0,4.595261,21.418,0.021418,214550.0,0
ckks_h50_s1000_cold.log,CKKS,H_accept_compute,50,1000,cold,3032.0,0.003032,0.035,3.5000000000000004e-05,87466.0,0
ckks_h50_s1000_cold.log,CKKS,H_encrypt_delta_i,50,1000,cold,267400737.0,267.400737,3057.196,3.057196,87466.0,394865
ckks_h50_s1000_cold.log,CKKS,H_total_household_side,50,1000,cold,426026585.0,426.026585,426026.585,426.026585,1000.0,394865
ckks_h50_s1000_cold.log,CKKS,B_init_X_from_first_ciphertext,50,1000,cold,40136.0,0.040136,40.136,0.040136000000000005,1000.0,394865
ckks_h50_s1000_cold.log,CKKS,B_add_X_remaining,50,1000,cold,2009218.0,2.009218,41.004,0.041004,49000.0,394865
ckks_h50_s1000_cold.log,CKKS,B_init_delta_from_first_ciphertext,50,1000,cold,92696.0,0.092696,21.602,0.021602,4291.0,394865
ckks_h50_s1000_cold.log,CKKS,B_add_delta_remaining,50,1000,cold,3307972.0,3.307972,39.771,0.039771,83175.0,394865
ckks_h50_s1000_cold.log,CKKS,B_total_aggregation,50,1000,cold,5450022.0,5.450022,5450.022,5.450022,1000.0,394865
ckks_h50_s1000_cold.log,CKKS,C_decrypt_X,50,1000,cold,871269.0,0.871269,871.269,0.871269,1000.0,0
ckks_h50_s1000_cold.log,CKKS,C_decrypt_delta,50,1000,cold,3692241.0,3.692241,860.462,0.860462,4291.0,0
ckks_h50_s1000_cold.log,CKKS,C_control_logic_until_convergence,50,1000,cold,2568.0,0.002568,0.598,0.000598,4291.0,0
ckks_h50_s1000_cold.log,CKKS,C_total_decrypt_plus_control,50,1000,cold,4566078.0,4.566078,4566.078,4.566078,1000.0,0
ckks_h50_s1000_cold.log,CKKS,SIM_total_measured_H_B_C,50,1000,cold,436042685.0,436.042685,436042.685,436.042685,1000.0,394865
ckks_h50_s1000_cold.log,SUMMARY,total_iterations,50,1000,cold,4291.0,0.004291,4.291,0.0042910000000000005,1000.0,0
ckks_h50_s1000_cold.log,SUMMARY,accepted_delta_count,50,1000,cold,87466.0,0.087466,87.466,0.08746599999999999,1000.0,0
plain_h1000_s1000_cold.log,PLAIN,H_initial_device_planning,1000,1000,cold,11208030.0,11.20803,11.208,0.011208000000000001,1000000.0,0
plain_h1000_s1000_cold.log,PLAIN,H_encrypt_X_i,1000,1000,cold,0.0,0.0,0.0,0.0,0.0,0
plain_h1000_s1000_cold.log,PLAIN,H_plan_compute,1000,1000,cold,49237382.0,49.237382,17.95,0.01795,2743000.0,0
plain_h1000_s1000_cold.log,PLAIN,H_accept_compute,1000,1000,cold,106024.0,0.106024,0.064,6.4e-05,1665689.0,0
plain_h1000_s1000_cold.log,PLAIN,H_encrypt_delta_i,1000,1000,cold,0.0,0.0,0.0,0.0,0.0,0
plain_h1000_s1000_cold.log,PLAIN,H_total_household_side,1000,1000,cold,60551436.0,60.551436,60551.436,60.551436,1000.0,0
plain_h1000_s1000_cold.log,PLAIN,B_init_X_from_first_ciphertext,1000,1000,cold,95.0,9.5e-05,0.095,9.5e-05,1000.0,0
plain_h1000_s1000_cold.log,PLAIN,B_add_X_remaining,1000,1000,cold,159441.0,0.159441,0.16,0.00016,999000.0,0
plain_h1000_s1000_cold.log,PLAIN,B_init_delta_from_first_ciphertext,1000,1000,cold,5.0,5e-06,0.002,2e-06,2727.0,0
plain_h1000_s1000_cold.log,PLAIN,B_add_delta_remaining,1000,1000,cold,205066.0,0.205066,0.123,0.000123,1662962.0,0
plain_h1000_s1000_cold.log,PLAIN,B_total_aggregation,1000,1000,cold,364607.0,0.364607,364.607,0.364607,1000.0,0
plain_h1000_s1000_cold.log,PLAIN,C_decrypt_X,1000,1000,cold,0.0,0.0,0.0,0.0,0.0,0
plain_h1000_s1000_cold.log,PLAIN,C_decrypt_delta,1000,1000,cold,0.0,0.0,0.0,0.0,0.0,0
plain_h1000_s1000_cold.log,PLAIN,C_control_logic_until_convergence,1000,1000,cold,64167.0,0.064167,23.393,0.023393,2743.0,0
plain_h1000_s1000_cold.log,PLAIN,C_total_decrypt_plus_control,1000,1000,cold,64167.0,0.064167,64.167,0.064167,1000.0,0
plain_h1000_s1000_cold.log,PLAIN,SIM_total_measured_H_B_C,1000,1000,cold,60980210.0,60.98021,60980.21,60.98021,1000.0,0
plain_h1000_s1000_cold.log,SUMMARY,total_iterations,1000,1000,cold,2743.0,0.002743,2.743,0.0027429999999999998,1000.0,0
plain_h1000_s1000_cold.log,SUMMARY,accepted_delta_count,1000,1000,cold,1665689.0,1.665689,1665.689,1.665689,1000.0,0
plain_h100_s1000_cold.log,PLAIN,H_initial_device_planning,100,1000,cold,1099896.0,1.099896,10.999,0.010999,100000.0,0
plain_h100_s1000_cold.log,PLAIN,H_encrypt_X_i,100,1000,cold,0.0,0.0,0.0,0.0,0.0,0
plain_h100_s1000_cold.log,PLAIN,H_plan_compute,100,1000,cold,5825040.0,5.82504,16.782,0.016782,347100.0,0
plain_h100_s1000_cold.log,PLAIN,H_accept_compute,100,1000,cold,1521.0,0.001521,0.009,8.999999999999999e-06,164960.0,0
plain_h100_s1000_cold.log,PLAIN,H_encrypt_delta_i,100,1000,cold,0.0,0.0,0.0,0.0,0.0,0
plain_h100_s1000_cold.log,PLAIN,H_total_household_side,100,1000,cold,6926457.0,6.926457,6926.457,6.926457,1000.0,0
plain_h100_s1000_cold.log,PLAIN,B_init_X_from_first_ciphertext,100,1000,cold,4.0,4e-06,0.004,4e-06,1000.0,0
plain_h100_s1000_cold.log,PLAIN,B_add_X_remaining,100,1000,cold,6037.0,0.006037,0.061,6.1e-05,99000.0,0
plain_h100_s1000_cold.log,PLAIN,B_init_delta_from_first_ciphertext,100,1000,cold,1.0,1e-06,0.0,0.0,3358.0,0
plain_h100_s1000_cold.log,PLAIN,B_add_delta_remaining,100,1000,cold,5405.0,0.005405,0.033,3.3e-05,161602.0,0
plain_h100_s1000_cold.log,PLAIN,B_total_aggregation,100,1000,cold,11447.0,0.011447,11.447,0.011446999999999999,1000.0,0
plain_h100_s1000_cold.log,PLAIN,C_decrypt_X,100,1000,cold,0.0,0.0,0.0,0.0,0.0,0
plain_h100_s1000_cold.log,PLAIN,C_decrypt_delta,100,1000,cold,0.0,0.0,0.0,0.0,0.0,0
plain_h100_s1000_cold.log,PLAIN,C_control_logic_until_convergence,100,1000,cold,3657.0,0.003657,1.054,0.001054,3471.0,0
plain_h100_s1000_cold.log,PLAIN,C_total_decrypt_plus_control,100,1000,cold,3657.0,0.003657,3.657,0.003657,1000.0,0
plain_h100_s1000_cold.log,PLAIN,SIM_total_measured_H_B_C,100,1000,cold,6941561.0,6.941561,6941.561,6.941561,1000.0,0
plain_h100_s1000_cold.log,SUMMARY,total_iterations,100,1000,cold,3471.0,0.003471,3.471,0.003471,1000.0,0
plain_h100_s1000_cold.log,SUMMARY,accepted_delta_count,100,1000,cold,164960.0,0.16496,164.96,0.16496,1000.0,0
plain_h10_s1000_cold.log,PLAIN,H_initial_device_planning,10,1000,cold,133422.0,0.133422,13.342,0.013342,10000.0,0
plain_h10_s1000_cold.log,PLAIN,H_encrypt_X_i,10,1000,cold,0.0,0.0,0.0,0.0,0.0,0
plain_h10_s1000_cold.log,PLAIN,H_plan_compute,10,1000,cold,2310188.0,2.310188,20.954,0.020954,110250.0,0
plain_h10_s1000_cold.log,PLAIN,H_accept_compute,10,1000,cold,43.0,4.3e-05,0.002,2e-06,23674.0,0
plain_h10_s1000_cold.log,PLAIN,H_encrypt_delta_i,10,1000,cold,0.0,0.0,0.0,0.0,0.0,0
plain_h10_s1000_cold.log,PLAIN,H_total_household_side,10,1000,cold,2443653.0,2.443653,2443.653,2.443653,1000.0,0
plain_h10_s1000_cold.log,PLAIN,B_init_X_from_first_ciphertext,10,1000,cold,1.0,1e-06,0.001,1e-06,1000.0,0
plain_h10_s1000_cold.log,PLAIN,B_add_X_remaining,10,1000,cold,12.0,1.2e-05,0.001,1e-06,9000.0,0
plain_h10_s1000_cold.log,PLAIN,B_init_delta_from_first_ciphertext,10,1000,cold,3.0,3e-06,0.0,0.0,10738.0,0
plain_h10_s1000_cold.log,PLAIN,B_add_delta_remaining,10,1000,cold,20.0,2e-05,0.002,2e-06,12936.0,0
plain_h10_s1000_cold.log,PLAIN,B_total_aggregation,10,1000,cold,36.0,3.6e-05,0.036,3.5999999999999994e-05,1000.0,0
plain_h10_s1000_cold.log,PLAIN,C_decrypt_X,10,1000,cold,0.0,0.0,0.0,0.0,0.0,0
plain_h10_s1000_cold.log,PLAIN,C_decrypt_delta,10,1000,cold,0.0,0.0,0.0,0.0,0.0,0
plain_h10_s1000_cold.log,PLAIN,C_control_logic_until_convergence,10,1000,cold,114.0,0.000114,0.01,1e-05,11025.0,0
plain_h10_s1000_cold.log,PLAIN,C_total_decrypt_plus_control,10,1000,cold,114.0,0.000114,0.114,0.000114,1000.0,0
plain_h10_s1000_cold.log,PLAIN,SIM_total_measured_H_B_C,10,1000,cold,2443803.0,2.443803,2443.803,2.443803,1000.0,0
plain_h10_s1000_cold.log,SUMMARY,total_iterations,10,1000,cold,11025.0,0.011025,11.025,0.011025,1000.0,0
plain_h10_s1000_cold.log,SUMMARY,accepted_delta_count,10,1000,cold,23674.0,0.023674,23.674,0.023674,1000.0,0
plain_h250_s1000_cold.log,PLAIN,H_initial_device_planning,250,1000,cold,2684872.0,2.684872,10.739,0.010739,250000.0,0
plain_h250_s1000_cold.log,PLAIN,H_encrypt_X_i,250,1000,cold,0.0,0.0,0.0,0.0,0.0,0
plain_h250_s1000_cold.log,PLAIN,H_plan_compute,250,1000,cold,12281232.0,12.281232,16.419,0.016419,748000.0,0
plain_h250_s1000_cold.log,PLAIN,H_accept_compute,250,1000,cold,6901.0,0.006901,0.017,1.7e-05,412464.0,0
plain_h250_s1000_cold.log,PLAIN,H_encrypt_delta_i,250,1000,cold,0.0,0.0,0.0,0.0,0.0,0
plain_h250_s1000_cold.log,PLAIN,H_total_household_side,250,1000,cold,14973005.0,14.973005,14973.005,14.973004999999999,1000.0,0
plain_h250_s1000_cold.log,PLAIN,B_init_X_from_first_ciphertext,250,1000,cold,4.0,4e-06,0.004,4e-06,1000.0,0
plain_h250_s1000_cold.log,PLAIN,B_add_X_remaining,250,1000,cold,20166.0,0.020166,0.081,8.1e-05,249000.0,0
plain_h250_s1000_cold.log,PLAIN,B_init_delta_from_first_ciphertext,250,1000,cold,8.0,8e-06,0.003,3e-06,2944.0,0
plain_h250_s1000_cold.log,PLAIN,B_add_delta_remaining,250,1000,cold,22935.0,0.022935,0.056,5.6e-05,409520.0,0
plain_h250_s1000_cold.log,PLAIN,B_total_aggregation,250,1000,cold,43113.0,0.043113,43.113,0.043113,1000.0,0
plain_h250_s1000_cold.log,PLAIN,C_decrypt_X,250,1000,cold,0.0,0.0,0.0,0.0,0.0,0
plain_h250_s1000_cold.log,PLAIN,C_decrypt_delta,250,1000,cold,0.0,0.0,0.0,0.0,0.0,0
plain_h250_s1000_cold.log,PLAIN,C_control_logic_until_convergence,250,1000,cold,12080.0,0.01208,4.037,0.004037,2992.0,0
plain_h250_s1000_cold.log,PLAIN,C_total_decrypt_plus_control,250,1000,cold,12080.0,0.01208,12.08,0.01208,1000.0,0
plain_h250_s1000_cold.log,PLAIN,SIM_total_measured_H_B_C,250,1000,cold,15028198.0,15.028198,15028.198,15.028198,1000.0,0
plain_h250_s1000_cold.log,SUMMARY,total_iterations,250,1000,cold,2992.0,0.002992,2.992,0.002992,1000.0,0
plain_h250_s1000_cold.log,SUMMARY,accepted_delta_count,250,1000,cold,412464.0,0.412464,412.464,0.412464,1000.0,0
plain_h500_s1000_cold.log,PLAIN,H_initial_device_planning,500,1000,cold,5429693.0,5.429693,10.859,0.010859,500000.0,0
plain_h500_s1000_cold.log,PLAIN,H_encrypt_X_i,500,1000,cold,0.0,0.0,0.0,0.0,0.0,0
plain_h500_s1000_cold.log,PLAIN,H_plan_compute,500,1000,cold,24486422.0,24.486422,16.911,0.016911000000000002,1448000.0,0
plain_h500_s1000_cold.log,PLAIN,H_accept_compute,500,1000,cold,33375.0,0.033375,0.04,4e-05,833690.0,0
plain_h500_s1000_cold.log,PLAIN,H_encrypt_delta_i,500,1000,cold,0.0,0.0,0.0,0.0,0.0,0
plain_h500_s1000_cold.log,PLAIN,H_total_household_side,500,1000,cold,29949490.0,29.94949,29949.49,29.94949,1000.0,0
plain_h500_s1000_cold.log,PLAIN,B_init_X_from_first_ciphertext,500,1000,cold,46.0,4.6e-05,0.046,4.6e-05,1000.0,0
plain_h500_s1000_cold.log,PLAIN,B_add_X_remaining,500,1000,cold,59030.0,0.05903,0.118,0.000118,499000.0,0
plain_h500_s1000_cold.log,PLAIN,B_init_delta_from_first_ciphertext,500,1000,cold,13.0,1.3e-05,0.005,5e-06,2859.0,0
plain_h500_s1000_cold.log,PLAIN,B_add_delta_remaining,500,1000,cold,76101.0,0.076101,0.092,9.2e-05,830831.0,0
plain_h500_s1000_cold.log,PLAIN,B_total_aggregation,500,1000,cold,135190.0,0.13519,135.19,0.13519,1000.0,0
plain_h500_s1000_cold.log,PLAIN,C_decrypt_X,500,1000,cold,0.0,0.0,0.0,0.0,0.0,0
plain_h500_s1000_cold.log,PLAIN,C_decrypt_delta,500,1000,cold,0.0,0.0,0.0,0.0,0.0,0
plain_h500_s1000_cold.log,PLAIN,C_control_logic_until_convergence,500,1000,cold,29069.0,0.029069,10.038,0.010038,2896.0,0
plain_h500_s1000_cold.log,PLAIN,C_total_decrypt_plus_control,500,1000,cold,29069.0,0.029069,29.069,0.029068999999999998,1000.0,0
plain_h500_s1000_cold.log,PLAIN,SIM_total_measured_H_B_C,500,1000,cold,30113749.0,30.113749,30113.749,30.113749,1000.0,0
plain_h500_s1000_cold.log,SUMMARY,total_iterations,500,1000,cold,2896.0,0.002896,2.896,0.0028959999999999997,1000.0,0
plain_h500_s1000_cold.log,SUMMARY,accepted_delta_count,500,1000,cold,833690.0,0.83369,833.69,0.83369,1000.0,0
plain_h50_s1000_cold.log,PLAIN,H_initial_device_planning,50,1000,cold,563357.0,0.563357,11.267,0.011267,50000.0,0
plain_h50_s1000_cold.log,PLAIN,H_encrypt_X_i,50,1000,cold,0.0,0.0,0.0,0.0,0.0,0
plain_h50_s1000_cold.log,PLAIN,H_plan_compute,50,1000,cold,3774971.0,3.774971,17.595,0.017595,214550.0,0
plain_h50_s1000_cold.log,PLAIN,H_accept_compute,50,1000,cold,408.0,0.000408,0.005,5e-06,82994.0,0
plain_h50_s1000_cold.log,PLAIN,H_encrypt_delta_i,50,1000,cold,0.0,0.0,0.0,0.0,0.0,0
plain_h50_s1000_cold.log,PLAIN,H_total_household_side,50,1000,cold,4338736.0,4.338736,4338.736,4.338736,1000.0,0
plain_h50_s1000_cold.log,PLAIN,B_init_X_from_first_ciphertext,50,1000,cold,1.0,1e-06,0.001,1e-06,1000.0,0
plain_h50_s1000_cold.log,PLAIN,B_add_X_remaining,50,1000,cold,2202.0,0.002202,0.045,4.4999999999999996e-05,49000.0,0
plain_h50_s1000_cold.log,PLAIN,B_init_delta_from_first_ciphertext,50,1000,cold,0.0,0.0,0.0,0.0,4130.0,0
plain_h50_s1000_cold.log,PLAIN,B_add_delta_remaining,50,1000,cold,1831.0,0.001831,0.023,2.3e-05,78864.0,0
plain_h50_s1000_cold.log,PLAIN,B_total_aggregation,50,1000,cold,4034.0,0.004034,4.034,0.004033999999999999,1000.0,0
plain_h50_s1000_cold.log,PLAIN,C_decrypt_X,50,1000,cold,0.0,0.0,0.0,0.0,0.0,0
plain_h50_s1000_cold.log,PLAIN,C_decrypt_delta,50,1000,cold,0.0,0.0,0.0,0.0,0.0,0
plain_h50_s1000_cold.log,PLAIN,C_control_logic_until_convergence,50,1000,cold,1290.0,0.00129,0.301,0.000301,4291.0,0
plain_h50_s1000_cold.log,PLAIN,C_total_decrypt_plus_control,50,1000,cold,1290.0,0.00129,1.29,0.0012900000000000001,1000.0,0
plain_h50_s1000_cold.log,PLAIN,SIM_total_measured_H_B_C,50,1000,cold,4344060.0,4.34406,4344.06,4.344060000000001,1000.0,0
plain_h50_s1000_cold.log,SUMMARY,total_iterations,50,1000,cold,4291.0,0.004291,4.291,0.0042910000000000005,1000.0,0
plain_h50_s1000_cold.log,SUMMARY,accepted_delta_count,50,1000,cold,82994.0,0.082994,82.994,0.082994,1000.0,0
